criterion_id,nct_id,section,text,scibert_b2_label,scibert_b2_prob,scibert_b3_label,scibert_b3_prob,llm_b2_label,llm_b2_confidence,llm_b3_label,llm_b3_confidence,human_b2_label,human_b3_label,review_flag
NCT04068181_7,NCT04068181,unknown,"Stage IVM1d subjects must not have greater than 3 cerebral melanoma metastases, or clinically active cerebral melanoma metastases requiring therapy, and/or carcinomatous meningitis regardless of clinical stability.",0,0.0146,1,1.0,1.0,0.75,1.0,0.75,,,disagree
NCT04370483_15,NCT04370483,inclusion,Negative for tuberculosis antigen (e.g. T-Spot test),1,1.0,1,1.0,1.0,0.95,1.0,0.95,,,ok
NCT03129373_34,NCT03129373,exclusion,"Subjects must not deliberately ""sunbathe"" for the duration of the study on the studied zone in case they cannot cover the treated area from sunlight.",1,0.9546,0,0.0001,0.0,0.85,0.0,0.9,,,disagree
NCT03597295_2,NCT03597295,inclusion,Must have received (or been intolerant to or ineligible for) at least 1 prior line of platinum-based chemotherapy and received no more than 2 prior systemic treatments.,1,0.9942,1,1.0,1.0,0.85,1.0,0.85,,,ok
NCT00799110_5,NCT00799110,inclusion,"Complete clinical response after first-line chemotherapy for newly-diagnosed patients, or after second-line chemotherapy for relapsed patients who require secondary cytoreduction.\*\*",1,0.9539,1,1.0,1.0,0.75,1.0,0.75,,,low_confidence
NCT06755450_3,NCT06755450,inclusion,Ability to swallow and retain oral medications,0,0.0,0,0.0349,0.0,0.8,0.0,0.6,,,low_confidence
NCT04986748_3,NCT04986748,inclusion,Able to comply with study-related procedures,0,0.0,0,0.0,0.0,0.95,0.0,0.95,,,ok
NCT00084656_33,NCT00084656,unknown,No active infection requiring therapy,1,0.8353,1,1.0,0.0,0.7,1.0,0.8,,,disagree
NCT07313514_4,NCT07313514,exclusion,Girls who underwent preoperative MRI.,1,0.9997,1,1.0,1.0,0.9,1.0,0.95,,,ok
NCT01776372_4,NCT01776372,inclusion,Demonstrate willingness to remain on-study for the complete duration,0,0.0098,0,0.0116,0.0,1.0,0.0,1.0,,,ok
NCT02419586_0,NCT02419586,inclusion,Patients with newly diagnosed colorectal cancer undergoing laparoscopic resection in in Queen Mary Hospital,1,1.0,1,1.0,1.0,0.85,1.0,0.85,,,ok
NCT06801665_19,NCT06801665,exclusion,"Severe bleeding events occur within half a year, or high bleeding risk factors such as active digestive tract ulcers and esophageal and gastric varices due to liver cirrhosis.",0,0.0144,1,1.0,0.0,0.6,1.0,0.75,,,low_confidence
NCT07110571_18,NCT07110571,exclusion,Interstitial pneumonia or lung disease.,1,0.9729,1,1.0,1.0,0.75,1.0,0.85,,,low_confidence
NCT05139368_0,NCT05139368,inclusion,Subjects aged >= 18 years,1,1.0,1,0.9971,1.0,1.0,1.0,1.0,,,ok
NCT01077713_1,NCT01077713,inclusion,"inoperable, locally advanced, metastatic non-squamous non-small cell lung cancer;",1,0.9909,1,1.0,1.0,0.85,1.0,0.85,,,ok
NCT06612151_15,NCT06612151,exclusion,"Presence of brain stem or meningeal metastases, spinal cord metastases or compression.",0,0.1516,1,1.0,1.0,0.85,1.0,0.9,,,disagree
NCT03023722_54,NCT03023722,exclusion,Renal failure requiring peritoneal dialysis or hemodialysis.,1,0.9912,1,1.0,1.0,0.95,1.0,0.95,,,ok
NCT04616196_8,NCT04616196,unknown,"Evidence of clinically significant interstitial lung disease or active, noninfectious pneumonitis; active infection requiring systemic therapy within 7 days prior to dosing",1,0.8203,1,1.0,0.0,0.7,1.0,0.75,,,disagree
NCT06345365_10,NCT06345365,exclusion,Patients with active tuberculosis and HIV-positive patients;,1,0.9771,1,1.0,1.0,0.85,1.0,0.85,,,ok
NCT06759610_1,NCT06759610,exclusion,"any systemic disease that interferes with bone healing,",0,0.0,1,0.9999,0.0,0.8,0.0,0.6,,,disagree
NCT01009736_3,NCT01009736,inclusion,ECOG (Eastern Cooperative Oncology Group) performance status 0-1,1,1.0,1,1.0,1.0,1.0,1.0,0.95,,,ok
NCT06359210_4,NCT06359210,inclusion,Participant is registered/enrolled to participate in one of three community-based exercise programs.,1,0.9997,1,1.0,1.0,0.8,1.0,0.75,,,low_confidence
NCT06382441_5,NCT06382441,inclusion,Smartphone users.,0,0.0001,0,0.0,0.0,0.7,0.0,0.7,,,low_confidence
NCT06450548_6,NCT06450548,exclusion,"Patients unable to undergo the examinations and/or maintain a prolonged lying position (due to back pain, etc.).",1,0.5926,1,1.0,0.0,0.85,0.0,0.75,,,disagree
NCT02611544_0,NCT02611544,inclusion,"≥18 years old,",1,1.0,1,1.0,1.0,1.0,1.0,1.0,,,ok
NCT07306273_25,NCT07306273,exclusion,"Active infection or unexplained fever \&gt; 38.5°C during the screening period or on the day of administration (subjects with fever caused by tumors can be enrolled as judged by the investigator), which, in the investigator\&#39;s judgment, would affect the subject\&#39;s participation in this trial or interfere with the evaluation of efficacy;",1,0.8488,1,0.9754,0.0,0.8,0.0,0.75,,,disagree
NCT04168242_2,NCT04168242,inclusion,"Patients who are going to receive at least four cycles of chemotherapy that are known to induce alopecia, such as carboplatin, paclitaxel, taxotere, topotecan, etoposide, vincristine and ifosfamide.",1,0.6024,1,1.0,1.0,0.8,1.0,0.75,,,low_confidence
NCT00386685_2,NCT00386685,inclusion,Measurable disease according to Response Evaluation Criteria In Solid Tumors (RECIST),0,0.0,1,1.0,1.0,0.85,1.0,0.85,,,disagree
NCT00977431_25,NCT00977431,exclusion,Pregnancy or breast-feeding.,0,0.38,1,1.0,1.0,0.85,1.0,0.85,,,disagree
NCT00458705_9,NCT00458705,unknown,"Absolute granulocyte count ≥ 1,500/mm³ (unless low granulocyte counts are due to multiple myeloma)",1,1.0,1,1.0,1.0,0.9,1.0,0.85,,,ok
NCT00426556_2,NCT00426556,inclusion,"Progressive disease on prior trastuzumab alone/or in combination with other anticancer agents, or relapsed any time after completion of this therapy (phase l)",0,0.4962,1,1.0,1.0,0.8,1.0,0.85,,,disagree
NCT03838263_22,NCT03838263,exclusion,History of primary immunodeficiency or organ transplant requiring immunosuppressive drugs,1,0.9984,1,1.0,1.0,0.95,1.0,0.95,,,ok
NCT04417062_64,NCT04417062,exclusion,Male or female patients of reproductive potential who are not employing an effective method of birth control.,1,0.6453,1,0.9998,0.0,0.7,0.0,0.85,,,disagree
NCT04630756_43,NCT04630756,exclusion,Requires or receiving anticoagulation with warfarin or equivalent vitamin K antagonists.,1,0.9958,1,1.0,1.0,0.95,1.0,0.95,,,ok
NCT04633850_5,NCT04633850,exclusion,Pregnant women.,1,0.8868,1,1.0,1.0,0.9,1.0,0.85,,,ok
NCT04767906_4,NCT04767906,inclusion,ECOG (Eastern Cooperative of Onco-logy Group) Index 0 or 1,1,1.0,1,1.0,1.0,1.0,1.0,0.9,,,ok
NCT06303154_13,NCT06303154,exclusion,Patients unable to be followed for 12 months.,1,1.0,1,0.9805,0.0,0.7,0.0,0.85,,,disagree
NCT01005329_11,NCT01005329,inclusion,"Has undergone hysterectomy (i.e., total abdominal, vaginal, robotic-assisted, radical, or laparoscopic-assisted vaginal hysterectomy) and bilateral salpingo-oophorectomy within the past 56 days",1,1.0,1,0.9999,1.0,0.95,1.0,0.95,,,ok
NCT06971614_16,NCT06971614,exclusion,Unexplainable fever >38.5℃ during the screening or on the day of treatment (fever judged as tumor-induced by the investigator is eligible for enrollment) that in the investigator's opinion will affect the participation in this trial or interfere with the efficacy assessment.,1,1.0,1,1.0,0.0,0.85,0.0,0.8,,,disagree
NCT02216786_17,NCT02216786,exclusion,Prior treatment with fulvestrant or everolimus,1,0.9999,1,1.0,1.0,0.95,1.0,0.95,,,ok
NCT04574284_0,NCT04574284,inclusion,1\. Understood and signed an informed consent form. 2. Eastern Cooperative Oncology Group (ECOG) performance status of 0 to 1; Life expectancy ≥ 3 months. 3\. Histopathologically confirmed recurrent or metastatic advanced endometrial cancer. 4\. Has at least one measurable lesion. 5. Agree to provide tumor tissue samples for MSI/MMR status detection. 6. Adequate laboratory indicators. 7. Serum or urine pregnancy tests are negative within 7 days before randomization; Men and women should agree to use effective contraception during the study period and after the end of the study period within 6 months.,1,0.9998,1,1.0,0.0,0.9,0.0,0.95,,,disagree
NCT00381862_18,NCT00381862,unknown,Not pregnant or nursing,0,0.4468,1,1.0,1.0,0.8,1.0,0.75,,,disagree
NCT04472663_0,NCT04472663,inclusion,Primary diagnosis of aRCC (advanced Renal Cell Carcinoma) or metastatic RCC,1,1.0,1,1.0,1.0,0.9,1.0,0.95,,,ok
NCT05427136_2,NCT05427136,inclusion,treatment with any kind of chemotherapy,0,0.0001,1,1.0,1.0,0.85,1.0,0.95,,,disagree
NCT00004059_22,NCT00004059,unknown,No diabetes,1,0.9996,1,1.0,1.0,0.8,1.0,0.85,,,ok
NCT06073821_5,NCT06073821,exclusion,Previous systemic treatment for CLL,1,0.9851,1,1.0,1.0,0.85,1.0,0.9,,,ok
NCT07020533_21,NCT07020533,inclusion,RECIPIENTS: Patients receiving myeloablative (MA) or reduced intensity conditioning (RIC) are allowed.,0,0.057,1,1.0,1.0,0.85,1.0,0.9,,,disagree
NCT07429318_2,NCT07429318,inclusion,(3) Patients who underwent adjuvant therapy before surgery.,1,1.0,1,1.0,1.0,0.85,1.0,0.9,,,ok
NCT04574583_37,NCT04574583,exclusion,The use of corticosteroids as premedication for contrast-enhanced studies which is allowed prior to enrollment.,1,0.9961,1,1.0,1.0,0.75,1.0,0.8,,,low_confidence
NCT06062745_11,NCT06062745,exclusion,Severe claustrophobia,0,0.0009,1,1.0,0.0,0.8,1.0,0.65,,,low_confidence
NCT05340673_9,NCT05340673,exclusion,"Inflammatory breast cancer, skin involvement, planned use of bolus.",0,0.026,1,1.0,1.0,0.85,1.0,0.85,,,disagree
NCT05800106_18,NCT05800106,exclusion,"Need to use tobacco, alcohol and caffeinated drinks during the clinical trial, or certain foods that may affect metabolism (including dragon fruit, mango, grapefruit, and/or xanthine diet, etc.), or have significant changes in diet or exercise habits before the clinical trial , or other factors that affect drug absorption, distribution, metabolism, excretion, etc.",0,0.0,1,1.0,0.0,0.7,0.0,0.8,,,disagree
NCT00850200_0,NCT00850200,inclusion,"Confirmed ""classic"" Hodgkin lymphoma.",1,1.0,1,1.0,1.0,0.9,1.0,0.9,,,ok
NCT01254890_18,NCT01254890,exclusion,Patients with known impairment of gastrointestinal (GI) function or GI disease that may significantly alter the absorption of sorafenib.,0,0.0645,1,1.0,0.0,0.9,0.0,0.65,,,disagree
NCT01198145_36,NCT01198145,unknown,"No prior abdominal-perineal resection, Hartmann procedure, or other surgical procedure leaving the patient without a functioning rectum",0,0.003,1,1.0,1.0,0.85,1.0,0.85,,,disagree
NCT02103322_3,NCT02103322,inclusion,"Female patients of child bearing potential (except for those who have completed one year since menopause or have gone through hysterectomy or bilateral tubal ligation) must have negative serum pregnancy test at the screening, negative urine pregnancy test on check in to housing, must be non-lactating at screening and must agree to use effective contraception (barrier or hormonal) for the study period.",0,0.0,1,0.9987,0.0,0.85,0.0,0.85,,,disagree
NCT01974804_3,NCT01974804,inclusion,Patient with metastatic brain tumors greater than or equal to 1.0 cm that will be treated with stereotactic radiosurgery and scheduled for an MRI scan as part of their routine care,1,1.0,1,1.0,1.0,0.85,1.0,0.8,,,ok
NCT04384484_43,NCT04384484,exclusion,"Known history of hypersensitivity to oxaliplatin or other platinum-based drugs, or gemcitabine, or rituximab, or any of their excipients",1,0.9998,1,1.0,1.0,0.9,1.0,0.85,,,ok
NCT02787512_2,NCT02787512,inclusion,Expected time to operation >= 7 days,1,1.0,0,0.0,1.0,0.7,0.0,0.8,,,low_confidence
NCT02619864_43,NCT02619864,exclusion,"Patients receiving other anti-cancer agents, or radiation therapy.",1,0.9996,1,1.0,1.0,0.85,1.0,0.9,,,ok
NCT06367010_5,NCT06367010,exclusion,(iii) Patients with severe coagulation disorders;,1,0.6369,1,1.0,0.0,0.7,1.0,0.75,,,disagree
NCT02203903_9,NCT02203903,unknown,Pregnancy (female of childbearing potential). Recipient Inclusion Criteria for TAA-T Administration:,1,1.0,1,1.0,1.0,0.8,1.0,0.8,,,ok
NCT02837029_44,NCT02837029,exclusion,Connective tissue diseases,0,0.2469,1,1.0,1.0,0.7,1.0,0.8,,,disagree
NCT02397967_11,NCT02397967,exclusion,Mental retardation (QI T < 70),1,1.0,0,0.3601,1.0,0.9,1.0,0.85,,,disagree
NCT03213691_39,NCT03213691,exclusion,Concomitant medications,1,0.8132,1,1.0,,,,,,,disagree
NCT04042376_4,NCT04042376,inclusion,Measurable disease defined as serum monoclonal immunoglobulin M (IgM) >0.5 gram per deciliter (g/dL),1,1.0,1,1.0,1.0,1.0,1.0,1.0,,,ok
NCT03228277_3,NCT03228277,inclusion,"Confirmation that the tumor harbours an EGFR mutation known to be associated with EGFR TKI sensitivity (including G719X, exon 19 deletion, L858R, L861Q).",1,0.9998,1,1.0,1.0,0.95,1.0,0.95,,,ok
NCT00017342_16,NCT00017342,unknown,"No active, uncontrolled, serious infection",0,0.0,1,0.9995,0.0,0.85,0.0,0.7,,,disagree
NCT06381141_15,NCT06381141,exclusion,A serious uncontrolled medical disorder that would impair the ability of the patient to receive protocol therapy or whose control may be jeopardized by the complications of this therapy.,0,0.0,0,0.0,0.0,0.95,0.0,0.85,,,ok
NCT00904449_3,NCT00904449,exclusion,"Experienced a serious, adverse experience during study EN3202-018 that was possible or probably related to study medication.",1,0.9999,1,1.0,1.0,0.8,1.0,0.85,,,ok
NCT04472910_28,NCT04472910,exclusion,"Uncontrolled inter-current illness including, but not limited to, ongoing or active infection, symptomatic congestive heart failure, unstable angina pectoris, or psychiatric illness/social situations that would limit compliance with study requirements",0,0.0,1,0.9994,0.0,0.95,0.0,0.85,,,disagree
NCT04079296_3,NCT04079296,inclusion,Subject has an Eastern Cooperative Oncology Group performance status of ≤ 2.,1,1.0,1,1.0,1.0,1.0,1.0,0.95,,,ok
NCT04121260_12,NCT04121260,exclusion,Monoclonal antibody treatment for multiple myeloma within 21 days;,1,1.0,1,1.0,1.0,0.95,1.0,0.95,,,ok
NCT00413036_3,NCT00413036,unknown,Mantle cell lymphoma.,1,0.9993,1,1.0,1.0,0.95,1.0,0.95,,,ok
NCT01244750_6,NCT01244750,inclusion,"Patients are also eligible when they have already switched to a subsequent therapy (TKI or other) at the time of enrollment, as long as their first-line and subsequent CML treatment information is available at site for data entry into the study Electronic Case Report Form (eCRF)",1,0.9956,1,0.9996,0.0,0.6,0.0,0.6,,,disagree
NCT05244213_13,NCT05244213,exclusion,Pregnant or lactating women; those who have fertility are unwilling or unable to take effective contraceptive measures;,0,0.0166,1,1.0,0.0,0.7,0.0,0.85,,,disagree
NCT05060783_4,NCT05060783,exclusion,Non-clear cell Renal cell carcinoma,1,1.0,1,1.0,1.0,0.9,1.0,0.95,,,ok
NCT01213758_3,NCT01213758,exclusion,Impaired kidney function,1,0.9947,1,1.0,0.0,0.95,0.0,0.7,,,disagree
NCT05444933_4,NCT05444933,exclusion,Participant medical file without documented follow-up visits (post-cabozantinib initiation).,1,1.0,1,1.0,1.0,0.8,1.0,0.85,,,ok
NCT06149286_12,NCT06149286,unknown,Active infection as defined in the protocol. Note: Other protocol-defined Inclusion/Exclusion criteria apply,1,0.9712,1,0.9999,0.0,0.6,0.0,0.6,,,disagree
NCT06463249_13,NCT06463249,exclusion,self-identification of uncontrolled concurrent medical condition likely to limit compliance with the program as determined by investigators.,0,0.0,0,0.0,0.0,0.95,0.0,0.9,,,ok
NCT05455918_27,NCT05455918,exclusion,Mature teratoma,0,0.2654,1,1.0,1.0,0.85,1.0,0.9,,,disagree
NCT06178549_3,NCT06178549,exclusion,"self-reported history of cervical cancer,",1,0.9999,1,1.0,0.0,0.7,0.0,0.75,,,disagree
NCT03790488_19,NCT03790488,exclusion,Women who are pregnant or breastfeeding or who plan to become pregnant/breastfeed while on study; men who plan to father children during the study;,1,0.9998,1,1.0,1.0,0.7,0.0,0.85,,,disagree
NCT04137289_10,NCT04137289,inclusion,"Availability and willingness to provide an archived tumor tissue specimen and undergo tumor biopsy before treatment. Pre-treatment fresh tumor biopsy collections for biomarker analyses are considered optional in phase Ia and mandatory in phase Ib. Only nonsignificant risk procedures per the investigator's judgment will be used to obtain any biopsies specified in this study. In case a fresh tumor biopsy cannot be obtained due to before mentioned reasons an archived tumor tissue specimen obtained within ≤6 months of screening must be submitted. In case the patient undergoes baseline tumor biopsy, an archived tumor tissue specimen must be submitted regardless of the date of collection.",1,1.0,1,1.0,0.0,0.75,0.0,0.85,,,disagree
NCT00701766_20,NCT00701766,exclusion,Patient unable to comply with the protocol,0,0.0001,0,0.0,0.0,0.95,0.0,0.85,,,ok
NCT05925491_25,NCT05925491,exclusion,Has a known history of Hepatitis B (defined as Hepatitis B surface antigen \[HBsAg\] reactive) or known active Hepatitis C virus (defined as HCV RNA qualitative is detected) infection. Note: no testing for Hepatitis B and Hepatitis C is required unless mandated by local health authority.,1,0.962,1,1.0,1.0,0.95,1.0,0.9,,,ok
NCT04040569_8,NCT04040569,inclusion,Estrogen receptor positive or Progesterone receptor positive and Her2neu negative,1,1.0,1,1.0,1.0,0.95,1.0,0.95,,,ok
NCT07183878_7,NCT07183878,inclusion,High-risk AML as defined by at least one of the following:,1,0.9961,1,0.9996,0.0,0.5,0.0,0.5,,,disagree
NCT00098436_13,NCT00098436,unknown,Chronic hepatitis allowed Renal,1,0.9922,1,1.0,1.0,0.6,1.0,0.7,,,low_confidence
NCT01557101_9,NCT01557101,exclusion,Renal failure.,1,0.9922,1,1.0,0.0,0.6,1.0,0.8,,,disagree
NCT00380029_16,NCT00380029,unknown,No contraindication to erlotinib hydrochloride or other tyrosine kinase inhibitors,1,0.994,1,1.0,0.0,0.85,0.0,0.65,,,disagree
NCT04169672_16,NCT04169672,inclusion,"Male or females patients with reproductive potential must agree to use an effective contraceptive method, for example, double-barrier device, condom, oral or injected birth control medication or intrauterine device, during the study and within 90 days after study treatment discontinuation. All female patients are considered to be fertile, unless the patient had natural menopause or artificial menopause or sterilization (such as hysterectomy, bilateral oophorectomy or ovarian irradiation).",1,0.921,0,0.0,0.0,0.85,0.0,0.9,,,disagree
NCT02054052_2,NCT02054052,inclusion,Symptomatic MPE evaluated by researchers,1,0.8366,0,0.0,0.0,0.7,0.0,0.65,,,disagree
NCT04491123_10,NCT04491123,exclusion,refusal of patient to receive intrathecal analgesia,1,0.9988,1,0.9999,1.0,0.85,0.0,0.9,,,disagree
NCT01152645_14,NCT01152645,exclusion,Pregnant or lactating,1,0.8057,1,1.0,1.0,0.85,1.0,0.85,,,ok
NCT00634426_9,NCT00634426,exclusion,Patients with a tumor that has compressed only the cauda equina or spinal roots,1,0.9587,1,1.0,1.0,0.7,1.0,0.75,,,low_confidence
NCT06754501_22,NCT06754501,inclusion,"Negative hepatitis C virus (HCV) antibody test at screening, or positive HCV antibody test followed by a negative HCV RNA test at screening \- The HCV RNA test will be performed only for patients who have a positive HCV antibody test.",1,1.0,1,0.9999,1.0,1.0,1.0,1.0,,,ok
NCT01481129_21,NCT01481129,inclusion,Nasogastric or G-tube administration is not allowed,1,1.0,1,0.9999,1.0,0.85,1.0,0.8,,,ok
NCT00499122_29,NCT00499122,exclusion,Known hypersensitivity to any of the components of NOV-002 or to any of the study drugs.,1,1.0,1,1.0,1.0,0.8,1.0,0.8,,,ok
NCT03317119_32,NCT03317119,exclusion,History of Gilbert's syndrome,1,0.8619,1,1.0,1.0,1.0,1.0,1.0,,,ok
NCT05278039_18,NCT05278039,exclusion,Indwelling tracheostomy tube,1,0.9987,1,0.9983,1.0,0.95,1.0,0.95,,,ok
NCT03276702_4,NCT03276702,exclusion,Diagnosis of a non-solid tumor malignancy.,1,0.9263,1,1.0,1.0,0.85,1.0,0.9,,,ok
NCT00951496_4,NCT00951496,inclusion,"Absolute neutrophil count (ANC) greater than or equal to 1,500/mcl, equivalent to Common Terminology Criteria for Adverse Events v3.0 (CTCAE) grade 1; this ANC cannot have been induced or supported by granulocyte colony stimulating factors",1,1.0,1,1.0,1.0,0.95,1.0,0.9,,,ok
NCT00017394_27,NCT00017394,inclusion,Urine protein less than 500 mg by 24-hour urine collection,1,1.0,1,1.0,1.0,1.0,1.0,1.0,,,ok
NCT01030536_17,NCT01030536,exclusion,"Any history of prior pseudomonas-exotoxin immunotoxin administration including CAT-8015, CAT-3888, or LMB-2",1,0.9997,1,1.0,1.0,0.95,1.0,0.9,,,ok
NCT02110706_10,NCT02110706,exclusion,"A history of chronic degenerative, psychiatric, or neurologic disorder other than MG that can produce weakness or fatigue.",0,0.0698,1,1.0,0.0,0.75,1.0,0.75,,,low_confidence
NCT05453799_33,NCT05453799,inclusion,Subjects with a prior or concurrent malignancy whose natural history or treatment does not have the potential to interfere with the safety or efficacy assessment of the investigational regimen for this trial are eligible,1,0.998,1,1.0,0.0,0.95,0.0,0.85,,,disagree
NCT03049618_17,NCT03049618,inclusion,Female subjects of childbearing potential must be willing to use an adequate method of contraception for the course of the study through 120 days after the last dose of study medication,0,0.0,0,0.1544,0.0,0.7,0.0,0.95,,,low_confidence
NCT03465527_2,NCT03465527,inclusion,Patients planning R-CHOP chemotherapy,1,1.0,1,1.0,1.0,0.85,0.0,0.8,,,disagree
NCT03044977_16,NCT03044977,exclusion,"Patients for whom, in the opinion of their physician, a 24-hour discontinuation of somatostatin analogue therapy represents a health risk.",1,1.0,1,0.9978,0.0,0.95,0.0,0.9,,,disagree
NCT04217473_19,NCT04217473,exclusion,"History of hepatic dysfunction, hepatitis or HIV.",1,0.9547,1,1.0,1.0,0.85,1.0,0.9,,,ok
NCT02849366_6,NCT02849366,exclusion,"Patients with grade 3 hypertension or diabetic complication, severe cardiac and pulmonary dysfunction",1,0.9999,1,1.0,0.0,0.65,1.0,0.75,,,disagree
NCT05051722_72,NCT05051722,exclusion,Known current synchronous endometrial cancer or hyperplasia,0,0.0016,1,1.0,1.0,0.9,1.0,0.9,,,disagree
NCT00869570_15,NCT00869570,unknown,Is compliant and geographic proximity allows for proper staging and follow-up,0,0.0,0,0.0,0.0,0.95,0.0,0.95,,,ok
NCT04439188_2,NCT04439188,inclusion,"Patients must have complete loss of cytoplasmic and nuclear PTEN staining on immunohistochemistry as determined by the MATCH PTEN immunohistochemistry (IHC) assay performed at MD Anderson. Patients can have any PTEN mutation or deletion status, but MUST have PTEN loss by IHC",1,0.9758,1,0.9986,1.0,0.95,1.0,0.9,,,ok
NCT05116709_17,NCT05116709,exclusion,active hepatitis B;,1,0.8487,1,1.0,1.0,0.8,1.0,0.85,,,ok
NCT04418089_0,NCT04418089,inclusion,LABC IIIA-IIIC TNM / AJCC 2018 with histopathological examination.,1,0.9955,1,1.0,1.0,0.9,1.0,0.9,,,ok
NCT05561387_13,NCT05561387,inclusion,"For Participants Meeting ""Frail"" Status:",1,0.8271,1,0.9999,,,,,,,disagree
